DataSetName,DataPointSize,AreaLength,SchemeName,PostProcessTime,GridUnitSize,DataTypeSize,SizeD,SizeB,PrivacyBudget,ContributionK,WassersteinDistance1,WassersteinDistance2,KLDivergence
NYC,446110,0.32,disk,2216,0.064,25,5,4,0.7,0.0,0.0,0.5000501324554711,0.0
NYC,446110,0.32,disk,1204,0.064,25,5,3,1.4,0.0,0.0,0.49817350436943036,0.0
NYC,446110,0.32,disk,465,0.064,25,5,2,2.1,0.0,0.0,0.4133740255110929,0.0
NYC,446110,0.32,disk,197,0.064,25,5,1,2.8,0.0,0.0,0.2554659317245894,0.0
NYC,446110,0.32,disk,188,0.064,25,5,1,3.5,0.0,0.0,0.25775279216255065,0.0
NYC,446110,0.32,mdsw,113,0.064,25,5,1,0.7,-1,0.0,0.201274484603364,0.0
NYC,446110,0.32,mdsw,115,0.064,25,5,0,1.4,-1,0.0,0.20325298086224453,0.0
NYC,446110,0.32,mdsw,109,0.064,25,5,0,2.1,-1,0.0,0.20853634258779563,0.0
NYC,446110,0.32,mdsw,100,0.064,25,5,0,2.8,-1,0.0,0.21346934196414405,0.0
NYC,446110,0.32,mdsw,99,0.064,25,5,0,3.5,-1,0.0,0.217661556417242,0.0
NYC,446110,0.32,hue,1661,0.064,25,5,4,0.7,0.0,0.0,0.49996534891865885,0.0
NYC,446110,0.32,hue,1674,0.064,25,5,3,1.4,0.0,0.0,0.49960444289999356,0.0
NYC,446110,0.32,hue,2066,0.064,25,5,2,2.1,0.0,0.0,0.3809630321584691,0.0
NYC,446110,0.32,hue,481,0.064,25,5,1,2.8,0.0,0.0,0.24663314504262684,0.0
NYC,446110,0.32,hue,472,0.064,25,5,1,3.5,0.0,0.0,0.25109181123910557,0.0
NYC,446110,0.32,diskNonShrink,2171,0.064,25,5,4,0.7,0.0,0.0,0.4999114561476895,0.0
NYC,446110,0.32,diskNonShrink,989,0.064,25,5,3,1.4,0.0,0.0,0.49965849012913366,0.0
NYC,446110,0.32,diskNonShrink,493,0.064,25,5,2,2.1,0.0,0.0,0.411211875771136,0.0
NYC,446110,0.32,diskNonShrink,224,0.064,25,5,1,2.8,0.0,0.0,0.2553909582105041,0.0
NYC,446110,0.32,diskNonShrink,192,0.064,25,5,1,3.5,0.0,0.0,0.2576124579951758,0.0
NYC,446110,0.32,subsetGeoITwoNorm,5,0.064,25,5,-1,0.5291658132136217,-1,0.0,NaN,0.0
NYC,446110,0.32,subsetGeoITwoNorm,5,0.064,25,5,-1,0.8846485009498077,-1,0.0,NaN,0.0
NYC,446110,0.32,subsetGeoITwoNorm,5,0.064,25,5,-1,1.1903668045680855,-1,0.0,NaN,0.0
NYC,446110,0.32,subsetGeoITwoNorm,5,0.064,25,5,-1,1.199279692755157,-1,0.0,NaN,0.0
NYC,446110,0.32,subsetGeoITwoNorm,5,0.064,25,5,-1,1.5281289999079308,-1,0.0,NaN,0.0
